0	0
0	2369
0	1959
0	497
0	7065
0	4477
1	1
1	2
1	3
1	3592
1	522
1	11
1	21
1	1572
1	555
1	1581
1	3630
1	562
1	3082
1	2571
1	72
1	2743
1	82
1	6242
1	4712
1	106
1	108
1	625
1	631
1	8313
1	637
1	129
1	133
1	3206
1	2701
1	2708
1	151
1	153
1	667
1	2206
1	2721
1	1186
1	8390
1	8871
1	8873
1	1201
1	3767
1	5919
1	5830
1	1223
1	7373
1	2852
1	5787
1	3322
1	2302
1	264
1	6932
1	6933
1	1157
1	1316
1	3878
1	6956
1	6447
1	2440
1	7990
1	320
1	834
1	2373
1	3399
1	331
1	333
1	850
1	355
1	4974
1	1907
1	372
1	3460
1	9093
1	4488
1	322
1	4496
1	9633
1	419
1	935
1	3911
1	9151
1	4427
1	969
1	979
1	8148
1	2005
1	4566
1	5595
1	479
1	484
1	1004
1	8688
1	9714
1	5630
1	2559
2	5122
2	4099
2	7
2	9
2	4109
2	15
2	528
2	3089
2	3090
2	20
2	8730
2	1057
2	35
2	3116
2	567
2	4664
2	6714
2	3646
2	8775
2	3147
2	3661
2	80
2	81
2	696
2	601
2	94
2	98
2	2661
2	6246
2	3180
2	5233
2	5747
2	117
2	128
2	3718
2	6792
2	1679
2	144
2	146
2	148
2	1686
2	1689
2	7326
2	162
2	2213
2	9387
2	173
2	693
2	184
2	188
2	3776
2	201
2	203
2	206
2	209
2	1235
2	219
2	1246
2	6374
2	746
2	1263
2	241
2	5331
2	3829
2	1270
2	4860
2	2304
2	263
2	1289
2	4874
2	1293
2	7439
2	7444
2	286
2	7967
2	8992
2	7457
2	8997
2	1831
2	7467
2	301
2	4914
2	2357
2	3901
2	3914
2	2382
2	9557
2	8762
2	350
2	353
2	4497
2	361
2	362
2	1900
2	8559
2	368
2	380
2	385
2	387
2	390
2	3978
2	3469
2	1937
2	2967
2	8088
2	3494
2	427
2	4873
2	2483
2	1463
2	3515
2	8010
2	7103
2	3009
2	3522
2	8648
2	469
2	471
2	5601
2	2846
2	486
2	4075
2	9204
2	1015
2	506
2	6651
2	1020
3	4
3	327
3	8072
3	940
3	240
3	6561
3	1717
3	6199
3	3993
3	9050
3	8766
4	2958
4	7305
4	2199
4	9613
4	14
4	536
4	2435
4	23
4	792
4	9116
4	2719
4	9505
4	2469
4	9768
4	4295
4	4140
4	7600
4	5170
4	179
4	820
4	439
4	59
4	444
4	3390
4	1219
4	583
4	2504
4	330
4	311
4	76
4	9933
4	718
4	78
4	7383
4	9048
4	1241
4	1629
4	280
4	5215
4	3427
4	9702
4	6764
4	3443
4	2040
4	9978
4	9723
4	382
4	3967
5	5121
5	6660
5	5
5	6
5	4353
5	10
5	13
5	5138
5	4867
5	3758
5	2586
5	2075
5	1566
5	9446
5	34
5	7863
5	44
5	1069
5	4142
5	50
5	2100
5	9271
5	58
5	6203
5	3132
5	1085
5	8254
5	6207
5	2827
5	68
5	9288
5	7753
5	4170
5	587
5	4690
5	2644
5	597
5	86
5	4965
5	9819
5	2653
5	606
5	95
5	3681
5	1127
5	1129
5	9322
5	1639
5	109
5	9747
5	2679
5	9855
5	1155
5	8641
