0	0
0	0
1	0
1	0
2	0
2	2
3	0
3	3
4	0
4	4
5	0
5	2
6	3
6	4
7	0
7	0
8	0
8	0
9	0
9	4
10	3
10	3
11	0
11	3
12	0
12	11
13	0
13	0
14	2
14	4
15	0
15	9
16	0
16	4
17	0
17	0
18	0
18	4
19	0
19	0
20	0
20	3
21	0
21	0
22	0
22	3
23	0
23	2
24	0
24	12
25	0
25	0
26	0
26	0
27	0
27	11
28	0
28	0
29	0
29	0
30	0
30	4
31	0
31	0
32	12
32	7
33	13
33	30
34	0
34	20
35	0
35	12
36	25
36	4
37	0
37	4
38	0
38	4
39	0
39	9
40	9
40	12
41	0
41	28
42	0
42	11
43	0
43	2
44	25
44	36
45	0
45	12
46	0
46	0
47	0
47	3
48	0
48	2
49	0
49	12
50	0
50	30
51	0
51	0
52	0
52	2
53	0
53	38
54	0
54	12
55	0
55	0
56	0
56	0
57	0
57	2
58	0
58	11
59	0
59	12
60	34
60	3
61	51
61	12
62	0
62	61
63	0
63	11
64	0
64	6
65	0
65	0
66	0
66	0
67	9
67	62
68	0
68	51
69	0
69	0
70	0
70	4
71	0
71	3
72	62
72	39
73	0
73	12
74	0
74	37
75	0
75	4
76	12
76	4
77	0
77	21
78	25
78	75
79	4
79	4
80	0
80	0
81	11
81	70
82	24
82	42
83	0
83	33
84	11
84	12
85	0
85	38
86	0
86	20
87	0
87	77
88	34
88	62
89	0
89	0
90	0
90	12
91	0
91	89
92	3
92	62
93	11
93	36
94	4
94	92
95	0
95	0
96	0
96	62
97	0
97	16
98	4
98	4
99	0
99	15
100	4
100	5
101	0
101	12
102	0
102	61
103	83
103	31
104	9
104	102
105	48
105	11
106	0
106	81
107	102
107	95
108	0
108	3
109	0
109	13
110	0
110	34
111	9
111	63
112	0
112	48
113	0
113	2
114	112
114	62
115	0
115	0
116	24
116	4
117	0
117	0
118	0
118	11
119	0
119	0
120	0
120	59
121	0
121	113
122	0
122	31
123	3
123	35
124	10
124	38
125	77
125	62
126	0
126	0
127	0
127	62
128	0
128	11
129	2
129	3
130	53
130	7
131	65
131	49
132	4
132	12
133	0
133	0
134	0
134	59
135	33
135	4
136	2
136	28
137	0
137	4
138	0
138	62
139	88
139	60
140	0
140	20
141	75
141	12
142	81
142	118
143	0
143	35
144	0
144	4
145	87
145	15
146	2
146	3
147	0
147	62
148	0
148	0
149	3
149	54
150	0
150	0
151	6
151	30
152	0
152	3
153	0
153	0
154	42
154	62
155	130
155	12
156	0
156	0
157	0
157	59
158	0
158	0
159	0
159	84
160	28
160	77
161	11
161	69
162	0
162	0
163	12
163	38
164	0
164	0
165	59
165	4
166	0
166	0
167	0
167	3
168	0
168	83
169	24
