0	902
0	264
0	522
0	907
0	450
0	403
0	279
0	411
0	672
0	802
0	803
0	554
0	940
0	945
0	444
0	63
0	322
0	195
0	324
0	583
0	586
0	587
0	718
0	209
0	597
0	214
0	222
0	843
0	227
0	100
0	614
0	231
0	872
0	746
0	999
0	372
0	835
0	511
1	896
1	43
1	15
1	144
1	403
1	277
1	790
1	799
1	545
1	36
1	554
1	683
1	430
1	943
1	50
1	825
1	64
1	449
1	73
1	586
1	973
1	591
1	850
1	212
1	218
1	222
1	736
1	995
1	999
1	232
1	249
1	125
2	642
2	260
2	784
2	835
2	917
2	22
2	407
2	281
2	539
2	292
2	40
2	445
2	962
2	67
2	585
2	984
2	223
2	361
2	234
2	363
2	238
2	242
2	489
2	122
3	662
3	7
3	265
3	855
3	396
3	404
3	534
3	924
3	901
3	169
3	810
3	176
3	692
3	606
3	441
3	447
3	705
3	336
3	212
3	341
3	121
3	857
3	346
3	475
3	350
3	735
3	608
3	737
3	613
3	743
3	110
3	881
3	248
3	148
3	254
4	513
4	390
4	784
4	913
4	277
4	540
4	291
4	166
4	679
4	668
4	554
4	46
4	431
4	183
4	825
4	827
4	703
4	577
4	835
4	711
4	457
4	842
4	209
4	214
4	93
4	223
4	229
4	616
4	497
4	117
4	378
4	765
4	254
4	511
5	391
5	9
5	430
5	664
5	28
5	929
5	809
5	174
5	176
5	436
5	905
5	953
5	59
5	316
5	703
5	832
5	449
5	77
5	609
5	998
5	872
5	109
5	250
6	640
6	261
6	393
6	985
6	152
6	836
6	924
6	541
6	927
6	672
6	807
6	173
6	443
6	574
6	575
6	322
6	452
6	710
6	200
6	461
6	589
6	848
6	612
6	603
6	992
6	609
6	739
6	100
6	110
6	886
6	377
7	518
7	263
7	911
7	400
7	148
7	665
7	286
7	675
7	293
7	936
7	297
7	555
7	557
7	688
7	317
7	575
7	715
7	591
7	215
7	607
7	480
7	865
7	356
7	497
7	882
7	374
7	890
7	447
7	381
8	640
8	513
8	770
8	260
8	216
8	147
8	964
8	283
8	542
8	927
8	880
8	426
8	432
8	52
8	183
8	568
8	700
8	961
8	963
8	68
8	581
8	584
8	979
8	344
8	345
8	378
8	607
8	357
8	230
8	615
8	237
8	112
8	369
8	754
8	787
8	248
8	250
9	128
9	139
9	268
9	273
9	274
9	403
9	916
9	405
9	534
9	798
9	161
9	675
9	804
9	554
9	823
9	186
9	66
9	246
9	334
9	85
9	854
9	857
9	476
9	746
9	242
9	500
9	117
9	502
9	251
9	383
10	258
10	11
10	908
10	533
10	922
10	543
10	932
10	167
10	942
10	63
10	886
10	841
10	851
10	981
10	983
10	727
10	857
10	730
10	859
10	500
10	268
10	631
10	633
10	893
10	895
11	640
11	643
11	705
11	392
11	393
11	779
11	984
11	26
11	28
11	541
11	160
11	297
11	42
11	327
11	48
11	178
11	59
11	959
11	672
11	325
11	199
11	73
11	854
11	87
11	600
11	218
11	489
11	874
11	237
11	890
12	645
12	364
12	139
12	13
12	14
12	660
12	538
12	932
12	293
12	861
12	314
12	956
12	574
12	64
12	834
12	205
12	591
12	851
12	982
12	87
12	729
12	733
12	748
12	889
12	763
13	384
13	520
13	916
13	22
13	152
13	929
13	674
13	291
13	686
13	822
13	60
13	191
13	802
13	847
13	82
13	855
13	477
13	480
13	103
13	234
13	500
13	504
13	124
13	383
14	389
14	521
14	907
14	22
14	664
14	538
14	797
14	801
14	38
14	555
14	93
14	688
14	307
14	56
14	884
14	832
14	323
14	715
14	844
14	341
14	343
14	472
14	349
14	226
14	106
14	244
14	248
14	379
15	654
15	399
15	276
15	22
15	28
15	799
15	928
15	35
15	966
15	988
15	432
15	819
15	821
15	438
15	311
15	320
15	451
15	582
15	583
15	464
15	602
15	92
15	991
15	865
15	612
15	229
15	487
15	618
15	999
15	110
15	753
15	761
15	381
16	259
16	525
16	930
16	554
16	684
16	175
16	825
16	699
16	201
16	855
16	988
16	477
16	351
16	741
16	230
16	615
16	750
16	367
16	881
16	506
16	125
16	383
